Infringement_Number,Trading_Name,Issuing_Authority,Date_Issued,Nature_of_Offence_Full,Offence_Code,Offence_Description,Offence_Date,Year,Month,Published_Address,Postcode,Amount_Payable,Offence_LGA
3120319410,QUAKERS COURT BAKERY,Blacktown City Council,23/03/2023,Fail to maintain the food premises to the required standard of cleanliness,11338,Fail to comply with Food Standards Code - Individual,21/03/2023,2023,3,76 FALMOUTH ROAD  QUAKERS HILL 2763,2763,440,Blacktown
3120321005,NOODLE TIME,Blacktown City Council,30/03/2023,Fail to display potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,28/03/2023,2023,3,49 NORTH PARADE  MOUNT DRUITT 2770,2770,880,Blacktown
3120321014,NOODLE TIME,Blacktown City Council,30/03/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,28/03/2023,2023,3,49 NORTH PARADE  MOUNT DRUITT 2770,2770,880,Blacktown
3120321023,BASIL AND LIME,Blacktown City Council,30/03/2023,Fail to display potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,28/03/2023,2023,3,49 NORTH PARADE  MOUNT DRUITT 2770,2770,880,Blacktown
3120321032,BASIL AND LIME,Blacktown City Council,30/03/2023,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,28/03/2023,2023,3,49 NORTH PARADE  MOUNT DRUITT 2770,2770,880,Blacktown
3120321041,PHO MASTER,Blacktown City Council,30/03/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,28/03/2023,2023,3,49 NORTH PARADE  MOUNT DRUITT 2770,2770,880,Blacktown
3120321390,WILLMOT TAKEAWAY,Blacktown City Council,31/03/2023,Fail to display potentially hazardous food under temperature control,11338,Fail to comply with Food Standards Code - Individual,29/03/2023,2023,3,53 DISCOVERY AVENUE  WILLMOT 2770,2770,440,Blacktown
3120321160,AKIRA SUSHI,Blacktown City Council,4/04/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,2/04/2023,2023,4,224 PROSPECT HIGHWAY  SEVEN HILLS 2147,2147,880,Blacktown
3120321225,TABAQ TANDOORI CORNER,Blacktown City Council,5/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,3/04/2023,2023,4,32 ROOTY HILL ROAD NORTH  ROOTY HILL 2766,2766,880,Blacktown
3120321234,TABAQ TANDOORI CORNER,Blacktown City Council,5/04/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,3/04/2023,2023,4,32 ROOTY HILL ROAD NORTH  ROOTY HILL 2766,2766,880,Blacktown
3120321409,MINCHINBURY TAKEAWAY SEAFOOD & KEBAB,Blacktown City Council,13/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,11/04/2023,2023,4,38 MINCHIN DRIVE  MINCHINBURY 2770,2770,880,Blacktown
3120321427,ARNDELL PARK BAKERY,Blacktown City Council,13/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11338,Fail to comply with Food Standards Code - Individual,11/04/2023,2023,4,69 HOLBECHE ROAD  BLACKTOWN 2148,2148,440,Blacktown
3120322572,MAYWAND SUPERMARKET,Blacktown City Council,19/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11338,Fail to comply with Food Standards Code - Individual,17/04/2023,2023,4,84 MAIN STREET  BLACKTOWN 2148,2148,440,Blacktown
3218576186,MAD TOPPINGS,North Sydney Council,4/05/2023,Fail to maintain at or near each hand washing facility a supply of - single use towels - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,2/05/2023,2023,5,72A WILLOUGHBY ROAD  CROWS NEST 2065,2065,880,North Sydney
7683082010,VOLCANOS STEAKHOUSE,Canterbury Bankstown Council,7/06/2023,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,5/06/2023,2023,6,1/2-4 WEST TERRACE  BANKSTOWN 2200,2200,880,Canterbury-Bankstown
3240502504,CASINO MINI MART,Richmond Valley Council,10/05/2022,Sale of food past its use-by date - previous warnings given,11322,Sell food that is unsuitable - Individual,9/05/2022,2022,5,99 QUEENSLAND ROAD  CASINO 2470,2470,660,Richmond Valley
3240502513,CASINO MINI MART,Richmond Valley Council,10/05/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,9/05/2022,2022,5,99 QUEENSLAND ROAD  CASINO 2470,2470,440,Richmond Valley
3240101114,SAMBANDHA NEPALESE CUISINE,Cumberland City Council,12/05/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,11/05/2022,2022,5,"Q41, 57-59 QUEEN STREET  AUBURN 2144",2144,880,Cumberland
3236843336,THE NAWABZ,Canterbury Bankstown Council,17/05/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,16/05/2022,2022,5,99 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
3236843345,THE NAWABZ,Canterbury Bankstown Council,17/05/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,16/05/2022,2022,5,99 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
3236843372,BEST PRICE SUPERMARKET,Canterbury Bankstown Council,18/05/2022,Sale of food labelled in contravention to Food Standards Code,11343,Sell food packaged/labelled contravening Food Standards Code - Corporation,17/05/2022,2022,5,126 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7680978077,BEST PRICE SUPERMARKET,Canterbury Bankstown Council,27/05/2022,Sale of food labelled in contravention to Food Standards Code - previous warnings given,11343,Sell food packaged/labelled contravening Food Standards Code - Corporation,26/05/2022,2022,5,126 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7680978178,TWO JAYS PREMIUM BURGER BAR,Canterbury Bankstown Council,3/06/2022,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,171-173 CANTERBURY ROAD  CANTERBURY 2193,2193,880,Canterbury-Bankstown
7680978187,TWO JAYS PREMIUM BURGER BAR,Canterbury Bankstown Council,3/06/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,171-173 CANTERBURY ROAD  CANTERBURY 2193,2193,880,Canterbury-Bankstown
7680978196,TWO JAYS PREMIUM BURGER BAR,Canterbury Bankstown Council,3/06/2022,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,171-173 CANTERBURY ROAD  CANTERBURY 2193,2193,880,Canterbury-Bankstown
7680978205,TWO JAYS PREMIUM BURGER BAR,Canterbury Bankstown Council,3/06/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,171-173 CANTERBURY ROAD  CANTERBURY 2193,2193,880,Canterbury-Bankstown
7680978214,TWO JAYS PREMIUM BURGER BAR,Canterbury Bankstown Council,3/06/2022,Fail to take all practicable measures to prevent pests entering the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,171-173 CANTERBURY ROAD  CANTERBURY 2193,2193,880,Canterbury-Bankstown
3245944718,MACCHINA ROASTERY AND BAR,Georges River Council,7/06/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,6/06/2022,2022,6,"SHOP 6, 11 MASHMAN AVENUE  KINGSGROVE 2208",2208,880,Georges River
7680978333,PHILLIEZ,Canterbury Bankstown Council,9/06/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,8/06/2022,2022,6,188 WALDRON ROAD  CHESTER HILL 2162,2162,880,Canterbury-Bankstown
7680978342,PHILLIEZ,Canterbury Bankstown Council,9/06/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,8/06/2022,2022,6,188 WALDRON ROAD  CHESTER HILL 2162,2162,880,Canterbury-Bankstown
7680978351,PHILLIEZ,Canterbury Bankstown Council,9/06/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,8/06/2022,2022,6,188 WALDRON ROAD  CHESTER HILL 2162,2162,880,Canterbury-Bankstown
7680978360,PHILLIEZ,Canterbury Bankstown Council,9/06/2022,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,8/06/2022,2022,6,188 WALDRON ROAD  CHESTER HILL 2162,2162,880,Canterbury-Bankstown
7680978370,PHILLIEZ,Canterbury Bankstown Council,9/06/2022,Fail to maintain at or near each hand washing facility a supply of - single use towels - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,8/06/2022,2022,6,188 WALDRON ROAD  CHESTER HILL 2162,2162,880,Canterbury-Bankstown
7681410285,SEOUL DELI,Burwood Council,9/06/2022,Fail to ensure walls and ceilings are designed and installed in accordance with the Food Standards Code - previous warning given,11338,Fail to comply with Food Standards Code - Individual,8/06/2022,2022,6,2 THE BOULEVARD  STRATHFIELD 2135,2135,440,Burwood
3245955516,BEI JING ROAST DUCK,Georges River Council,16/06/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,15/06/2022,2022,6,493 KING GEORGES ROAD  BEVERLY HILLS 2209,2209,880,Georges River
7681091579,WINNIS PIZZA - NEW RED CHILLI RESTAURANT,Canterbury Bankstown Council,22/06/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,21/06/2022,2022,6,151-171 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7681091588,WINNIS PIZZA - NEW RED CHILLI RESTAURANT,Canterbury Bankstown Council,22/06/2022,Fail to maintain at or near each hand washing facility a supply of - single use towels,11339,Fail to comply with Food Standards Code - Corporation,21/06/2022,2022,6,151-171 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7681091597,WINNIS PIZZA - NEW RED CHILLI RESTAURANT,Canterbury Bankstown Council,22/06/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,21/06/2022,2022,6,151-171 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7681091606,WINNIS PIZZA - NEW RED CHILLI RESTAURANT,Canterbury Bankstown Council,22/06/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,21/06/2022,2022,6,151-171 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
3182960698,THE PAPER MILL,Liverpool City Council,2/08/2022,Fail to maintain at or near each hand washing facility a supply of warm running water,11339,Fail to comply with Food Standards Code - Corporation,1/08/2022,2022,8,20 SHEPHERD STREET  LIVERPOOL 2170,2170,880,Liverpool
3182960707,THE PAPER MILL,Liverpool City Council,2/08/2022,Fail to maintain at or near each hand washing facility a supply of - single use towels,11339,Fail to comply with Food Standards Code - Corporation,1/08/2022,2022,8,20 SHEPHERD STREET  LIVERPOOL 2170,2170,880,Liverpool
3182960716,THE PAPER MILL,Liverpool City Council,2/08/2022,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled,11339,Fail to comply with Food Standards Code - Corporation,1/08/2022,2022,8,20 SHEPHERD STREET  LIVERPOOL 2170,2170,880,Liverpool
3206053667,THE URBAN CHOOK,Camden Council,4/08/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,3/08/2022,2022,8,12/1 GREGORY HILLS DRIVE  GLEDSWOOD HILLS 2557,2557,880,Camden
3206053676,THE URBAN CHOOK,Camden Council,4/08/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,3/08/2022,2022,8,12/1 GREGORY HILLS DRIVE  GLEDSWOOD HILLS 2557,2557,880,Camden
7681091817,NEW PIONEER PALACE,Canterbury Bankstown Council,17/08/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,16/08/2022,2022,8,94 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7681091826,NEW PIONEER PALACE,Canterbury Bankstown Council,17/08/2022,Fail to maintain at or near each hand washing facility a supply of - single use towels,11339,Fail to comply with Food Standards Code - Corporation,16/08/2022,2022,8,94 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7681091835,NEW PIONEER PALACE,Canterbury Bankstown Council,17/08/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,16/08/2022,2022,8,94 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7681091871,CAFE NGAN,Canterbury Bankstown Council,19/08/2022,Fail to display potentially hazardous food under temperature control - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,18/08/2022,2022,8,300 CHAPEL ROAD  BANKSTOWN 2200,2200,440,Canterbury-Bankstown
3182960835,KRISPY KREME,Liverpool City Council,15/09/2022,Fail to maintain at or near each hand washing facility a supply of - warm running water - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,14/09/2022,2022,9,10 ORANGE GROVE ROAD  WARWICK FARM 2170,2170,880,Liverpool
3120844798,HANDMADE NOODLE,Strathfield Municipal Council,29/09/2022,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,28/09/2022,2022,9,"SHOP 2, 1 ALBERT ROAD  STRATHFIELD SOUTH 2135",2135,440,Strathfield
7681742292,MILK FLOWER CAMPSIE,Canterbury Bankstown Council,29/09/2022,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,28/09/2022,2022,9,215 BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
7681742301,MILK FLOWER CAMPSIE,Canterbury Bankstown Council,29/09/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,28/09/2022,2022,9,215 BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
3240101590,PINDI SUPERMARKET,Cumberland City Council,30/09/2022,Fail to maintain at or near each hand washing facility a supply of - warm running water - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,29/09/2022,2022,9,"SHOP 6, 57-59 QUEEN STREET  AUBURN 2144",2144,880,Cumberland
